transaction_id,timestamp,customer_id,customer_age_group,customer_city,customer_state,merchant_id,merchant_category,payment_channel,device_type,amount_inr,status,is_fraud
TXN00013263,2025-10-08 17:26:13,CUST003251,25-34,Surat,Gujarat,MERCH00436,Food Delivery,UPI,Mobile App,369.07,Success,False
TXN00049112,2025-10-08 17:29:59,CUST001713,35-44,Delhi,Delhi,MERCH00032,Fuel,Debit Card,Mobile App,305.16,Success,False
TXN00050139,2025-10-08 17:30:15,CUST004678,55+,Pune,Maharashtra,MERCH00436,Food Delivery,UPI,Mobile App,618.43,Success,False
TXN00002312,2025-10-08 17:32:33,CUST004554,35-44,Mumbai,Maharashtra,MERCH00353,Fashion,Net Banking,Mobile App,1949.09,Success,False
TXN00045753,2025-10-08 17:35:24,CUST001529,35-44,Bengaluru,Karnataka,MERCH00127,E-commerce,UPI,Mobile App,4583.18,Success,False
TXN00002634,2025-10-08 18:03:52,CUST004877,45-54,Nagpur,Maharashtra,MERCH00127,E-commerce,Wallet,Mobile App,20.0,Success,False
TXN00004868,2025-10-08 18:06:29,CUST004894,35-44,Hyderabad,Telangana,MERCH00298,Entertainment,UPI,Desktop Web,120.86,Success,False
TXN00025988,2025-10-08 18:09:52,CUST001714,55+,Lucknow,Uttar Pradesh,MERCH00041,Food Delivery,UPI,Mobile Web,693.7,Success,False
TXN00030434,2025-10-08 18:13:17,CUST004681,18-24,Surat,Gujarat,MERCH00164,Fuel,UPI,Mobile App,1587.25,Success,False
TXN00059178,2025-10-08 18:15:30,CUST000618,35-44,Surat,Gujarat,MERCH00357,Fuel,Net Banking,Mobile App,877.36,Success,False
TXN00001986,2025-10-08 18:21:01,CUST003368,35-44,Lucknow,Uttar Pradesh,MERCH00127,E-commerce,UPI,Mobile App,2917.03,Success,False
TXN00029428,2025-10-08 18:23:26,CUST004601,25-34,Kolkata,West Bengal,MERCH00383,Fashion,Wallet,Mobile App,2386.24,Success,False
TXN00028665,2025-10-08 18:31:36,CUST003234,18-24,Surat,Gujarat,MERCH00419,Food Delivery,UPI,Mobile App,131.56,Success,False
TXN00007257,2025-10-08 18:32:42,CUST001092,35-44,Indore,Madhya Pradesh,MERCH00792,Fuel,Net Banking,Mobile App,1554.03,Failed,False
TXN00057413,2025-10-08 18:33:11,CUST002262,25-34,Chennai,Tamil Nadu,MERCH00032,Fuel,Debit Card,Mobile Web,1579.32,Success,False
TXN00051029,2025-10-08 18:44:34,CUST000703,45-54,Chennai,Tamil Nadu,MERCH00330,Utilities,UPI,Mobile App,588.43,Success,False
TXN00030161,2025-10-08 18:47:27,CUST004234,55+,Pune,Maharashtra,MERCH00293,Fashion,Credit Card,Mobile App,1695.47,Success,False
TXN00007352,2025-10-08 18:48:08,CUST001646,35-44,Ahmedabad,Gujarat,MERCH00293,Fashion,Net Banking,Desktop Web,430.09,Success,False
TXN00041096,2025-10-08 18:51:03,CUST002767,45-54,Surat,Gujarat,MERCH00206,E-commerce,Debit Card,Mobile Web,20.0,Success,False
TXN00018053,2025-10-08 18:52:39,CUST003417,25-34,Bengaluru,Karnataka,MERCH00553,E-commerce,Debit Card,Mobile App,1305.21,Success,False
TXN00053245,2025-10-08 18:59:11,CUST004148,35-44,Indore,Madhya Pradesh,MERCH00057,Grocery,Debit Card,Mobile Web,1269.61,Success,False
TXN00045109,2025-10-08 18:59:54,CUST002717,55+,Pune,Maharashtra,MERCH00792,Fuel,UPI,Mobile App,983.67,Success,False
TXN00037808,2025-10-08 19:03:15,CUST001696,35-44,Hyderabad,Telangana,MERCH00489,E-commerce,UPI,Mobile App,2344.04,Success,False
TXN00032783,2025-10-08 19:05:43,CUST004113,35-44,Hyderabad,Telangana,MERCH00645,Grocery,Net Banking,Mobile App,189.35,Success,False
TXN00025904,2025-10-08 19:06:29,CUST003841,45-54,Delhi,Delhi,MERCH00792,Fuel,Wallet,Mobile App,1732.16,Success,False
TXN00016643,2025-10-08 19:07:06,CUST004894,35-44,Hyderabad,Telangana,MERCH00677,Grocery,Debit Card,Desktop Web,677.82,Success,False
TXN00048480,2025-10-08 19:12:23,CUST004775,25-34,Kochi,Kerala,MERCH00176,Healthcare,Credit Card,Mobile App,2868.55,Success,False
TXN00034055,2025-10-08 19:16:07,CUST001996,25-34,Kochi,Kerala,MERCH00121,Grocery,UPI,Mobile App,148.45,Success,False
TXN00047644,2025-10-08 19:20:23,CUST004250,35-44,Kolkata,West Bengal,MERCH00452,Financial Services,Wallet,Mobile App,4486.92,Success,False
TXN00016035,2025-10-08 19:20:26,CUST003587,35-44,Mumbai,Maharashtra,MERCH00705,Grocery,Credit Card,Mobile App,436.83,Failed,False
TXN00018392,2025-10-08 19:21:22,CUST004791,35-44,Chandigarh,Punjab,MERCH00436,Food Delivery,Credit Card,Mobile App,161.99,Success,False
TXN00024650,2025-10-08 19:21:39,CUST003415,35-44,Jaipur,Rajasthan,MERCH00628,Food Delivery,Wallet,Mobile App,209.81,Success,False
TXN00043457,2025-10-08 19:23:35,CUST001206,35-44,Surat,Gujarat,MERCH00455,Utilities,Credit Card,Mobile App,797.45,Success,False
TXN00036035,2025-10-08 19:23:42,CUST001823,18-24,Ahmedabad,Gujarat,MERCH00502,Fuel,Debit Card,Mobile App,942.91,Success,False
TXN00058452,2025-10-08 19:24:20,CUST001903,25-34,Ahmedabad,Gujarat,MERCH00588,E-commerce,Debit Card,Mobile App,1341.52,Success,False
TXN00052525,2025-10-08 19:49:02,CUST002503,25-34,Delhi,Delhi,MERCH00599,Entertainment,Debit Card,Mobile App,525.3,Success,False
TXN00023841,2025-10-08 19:54:38,CUST003767,25-34,Delhi,Delhi,MERCH00298,Entertainment,UPI,Desktop Web,329.13,Success,False
TXN00018615,2025-10-08 20:00:41,CUST001556,25-34,Mumbai,Maharashtra,MERCH00293,Fashion,UPI,Mobile App,3205.96,Failed,False
TXN00040332,2025-10-08 20:02:17,CUST004206,45-54,Bengaluru,Karnataka,MERCH00204,E-commerce,Wallet,Mobile App,421.51,Success,False
TXN00004178,2025-10-08 20:05:12,CUST004389,18-24,Hyderabad,Telangana,MERCH00567,Fuel,UPI,Mobile App,397.21,Success,False
TXN00033162,2025-10-08 20:05:16,CUST003227,35-44,Delhi,Delhi,MERCH00277,E-commerce,Debit Card,POS Terminal,4828.52,Failed,False
TXN00057153,2025-10-08 20:08:12,CUST000966,35-44,Delhi,Delhi,MERCH00605,E-commerce,Wallet,Mobile App,3937.88,Failed,False
TXN00038334,2025-10-08 20:08:17,CUST001044,25-34,Surat,Gujarat,MERCH00639,E-commerce,Wallet,Mobile App,20.0,Success,False
TXN00031132,2025-10-08 20:13:41,CUST001160,35-44,Pune,Maharashtra,MERCH00562,Fuel,Wallet,Mobile App,897.62,Success,False
TXN00050577,2025-10-08 20:19:47,CUST002577,25-34,Chennai,Tamil Nadu,MERCH00788,Fuel,UPI,Mobile App,918.66,Success,False
TXN00027768,2025-10-08 20:26:16,CUST004601,25-34,Kolkata,West Bengal,MERCH00458,Grocery,UPI,Mobile App,842.08,Success,False
TXN00010476,2025-10-08 20:32:39,CUST001160,35-44,Pune,Maharashtra,MERCH00432,Grocery,Credit Card,Mobile App,1126.55,Success,False
TXN00040296,2025-10-08 20:38:40,CUST001409,55+,Mumbai,Maharashtra,MERCH00498,Healthcare,Wallet,Mobile App,20.0,Success,False
TXN00022620,2025-10-08 20:38:52,CUST000830,18-24,Nagpur,Maharashtra,MERCH00792,Fuel,UPI,Mobile Web,1363.59,Success,False
TXN00039048,2025-10-08 20:46:18,CUST000989,25-34,Kolkata,West Bengal,MERCH00432,Grocery,Wallet,Mobile App,1284.71,Success,False
TXN00059431,2025-10-08 20:58:19,CUST004115,45-54,Hyderabad,Telangana,MERCH00116,Healthcare,UPI,Desktop Web,2522.12,Success,False
TXN00002389,2025-10-08 21:05:11,CUST003625,45-54,Lucknow,Uttar Pradesh,MERCH00192,Fashion,Debit Card,Mobile App,2335.51,Failed,False
TXN00028800,2025-10-08 21:24:04,CUST004562,55+,Pune,Maharashtra,MERCH00452,Financial Services,UPI,Mobile App,5260.07,Success,False
TXN00011133,2025-10-08 21:25:10,CUST004876,25-34,Indore,Madhya Pradesh,MERCH00655,E-commerce,UPI,Mobile App,2730.96,Success,False
TXN00010907,2025-10-08 21:25:21,CUST001637,25-34,Nagpur,Maharashtra,MERCH00353,Fashion,UPI,Mobile App,3143.36,Success,False
TXN00038432,2025-10-08 21:25:24,CUST002985,55+,Indore,Madhya Pradesh,MERCH00169,Entertainment,Net Banking,Mobile App,647.49,Success,False
TXN00042385,2025-10-08 21:33:48,CUST000473,18-24,Surat,Gujarat,MERCH00746,Utilities,UPI,Mobile App,1451.75,Success,False
TXN00000508,2025-10-08 21:34:08,CUST004573,18-24,Bengaluru,Karnataka,MERCH00496,Food Delivery,Credit Card,Mobile App,109.08,Success,False
TXN00057673,2025-10-08 21:34:14,CUST000982,25-34,Bhopal,Madhya Pradesh,MERCH00127,E-commerce,Credit Card,Desktop Web,4129.56,Success,False
TXN00027633,2025-10-08 21:36:49,CUST002663,25-34,Hyderabad,Telangana,MERCH00412,Fuel,UPI,Mobile App,860.57,Success,False
TXN00009477,2025-10-08 21:38:08,CUST000236,25-34,Bhopal,Madhya Pradesh,MERCH00330,Utilities,Debit Card,Mobile App,1511.81,Success,False
TXN00057255,2025-10-08 21:38:46,CUST000517,18-24,Chennai,Tamil Nadu,MERCH00165,E-commerce,UPI,Mobile App,3136.3,Success,False
TXN00040857,2025-10-08 21:44:29,CUST003933,35-44,Ahmedabad,Gujarat,MERCH00143,Fuel,Credit Card,Desktop Web,738.31,Success,False
TXN00037921,2025-10-08 21:46:47,CUST000790,25-34,Kolkata,West Bengal,MERCH00566,Food Delivery,UPI,Mobile App,702.21,Success,False
TXN00014997,2025-10-08 21:51:42,CUST000810,25-34,Hyderabad,Telangana,MERCH00490,Grocery,UPI,Mobile App,20.0,Success,False
TXN00005845,2025-10-08 21:53:56,CUST000348,25-34,Pune,Maharashtra,MERCH00152,E-commerce,Net Banking,Mobile App,3422.56,Success,False
TXN00026609,2025-10-08 22:06:01,CUST003939,45-54,Mumbai,Maharashtra,MERCH00403,E-commerce,Debit Card,Mobile App,3126.71,Success,False
TXN00044335,2025-10-08 22:07:01,CUST000752,25-34,Bengaluru,Karnataka,MERCH00452,Financial Services,UPI,Mobile App,2637.77,Success,False
TXN00044065,2025-10-08 22:07:42,CUST002439,25-34,Chennai,Tamil Nadu,MERCH00432,Grocery,Net Banking,POS Terminal,780.59,Success,False
TXN00050166,2025-10-08 22:11:52,CUST002892,25-34,Mumbai,Maharashtra,MERCH00021,Fuel,Credit Card,Desktop Web,388.4,Success,False
TXN00046998,2025-10-08 22:17:08,CUST002342,45-54,Hyderabad,Telangana,MERCH00412,Fuel,UPI,Mobile Web,364.12,Success,False
TXN00007448,2025-10-08 22:42:09,CUST002983,25-34,Delhi,Delhi,MERCH00788,Fuel,Net Banking,POS Terminal,1154.6,Success,False
TXN00051606,2025-10-08 22:47:50,CUST002214,45-54,Ahmedabad,Gujarat,MERCH00169,Entertainment,UPI,Mobile App,998.04,Success,False
TXN00035175,2025-10-08 22:56:24,CUST001847,25-34,Kolkata,West Bengal,MERCH00452,Financial Services,Net Banking,Mobile Web,20.0,Success,False
TXN00058101,2025-10-08 22:58:25,CUST004390,35-44,Kolkata,West Bengal,MERCH00792,Fuel,Debit Card,Mobile Web,1180.92,Success,False
TXN00044525,2025-10-08 23:04:35,CUST003251,25-34,Surat,Gujarat,MERCH00298,Entertainment,UPI,Mobile App,498.32,Success,False
TXN00026482,2025-10-08 23:13:32,CUST003126,25-34,Ahmedabad,Gujarat,MERCH00571,Fuel,Credit Card,Mobile App,695.12,Success,False
TXN00046484,2025-10-08 23:49:10,CUST003880,35-44,Jaipur,Rajasthan,MERCH00240,E-commerce,Net Banking,POS Terminal,1909.43,Success,False
TXN00017875,2025-10-08 23:59:42,CUST003274,35-44,Pune,Maharashtra,MERCH00452,Financial Services,Credit Card,Mobile App,133.33,Success,False
TXN00031225,2025-10-09 00:41:54,CUST001892,55+,Mumbai,Maharashtra,MERCH00328,Grocery,UPI,Mobile App,335.51,Success,False
TXN00054170,2025-10-09 01:15:13,CUST001714,55+,Lucknow,Uttar Pradesh,MERCH00720,Entertainment,Credit Card,Mobile App,746.11,Success,False
TXN00053488,2025-10-09 01:36:37,CUST002172,18-24,Delhi,Delhi,MERCH00293,Fashion,Debit Card,Mobile App,4439.6,Success,False
TXN00038925,2025-10-09 02:25:02,CUST003254,25-34,Pune,Maharashtra,MERCH00140,Fashion,Credit Card,Mobile App,1907.7,Success,False
TXN00027184,2025-10-09 02:37:49,CUST002755,25-34,Bengaluru,Karnataka,MERCH00121,Grocery,Credit Card,Mobile App,664.32,Success,False
TXN00039690,2025-10-09 02:50:50,CUST001394,55+,Kolkata,West Bengal,MERCH00412,Fuel,Credit Card,Mobile App,745.04,Success,False
TXN00033741,2025-10-09 03:19:37,CUST001865,55+,Bengaluru,Karnataka,MERCH00298,Entertainment,Net Banking,Mobile App,665.17,Failed,False
TXN00051173,2025-10-09 03:44:32,CUST003283,35-44,Mumbai,Maharashtra,MERCH00127,E-commerce,UPI,POS Terminal,20.0,Success,False
TXN00022903,2025-10-09 04:57:48,CUST001399,25-34,Lucknow,Uttar Pradesh,MERCH00448,E-commerce,UPI,Mobile App,973.81,Success,False
TXN00000900,2025-10-09 05:43:02,CUST000152,35-44,Delhi,Delhi,MERCH00156,E-commerce,Credit Card,Mobile App,4088.68,Failed,False
TXN00042776,2025-10-09 05:49:31,CUST004580,35-44,Kolkata,West Bengal,MERCH00293,Fashion,Net Banking,Mobile App,1130.79,Success,False
TXN00023197,2025-10-09 05:51:49,CUST002436,45-54,Kolkata,West Bengal,MERCH00286,Utilities,UPI,Mobile App,313.64,Success,False
TXN00000364,2025-10-09 06:03:21,CUST002873,35-44,Mumbai,Maharashtra,MERCH00792,Fuel,UPI,Mobile App,815.31,Success,False
TXN00040140,2025-10-09 06:29:55,CUST001484,45-54,Kochi,Kerala,MERCH00486,Entertainment,UPI,Mobile Web,537.22,Success,False
TXN00032652,2025-10-09 06:48:53,CUST002130,25-34,Hyderabad,Telangana,MERCH00567,Fuel,Debit Card,POS Terminal,1644.28,Success,False
TXN00031122,2025-10-09 07:23:07,CUST004698,25-34,Kochi,Kerala,MERCH00588,E-commerce,Debit Card,Mobile App,3076.78,Success,False
TXN00002724,2025-10-09 07:25:44,CUST002753,25-34,Patna,Bihar,MERCH00766,Education,UPI,Mobile App,20.0,Success,False
TXN00048495,2025-10-09 07:35:41,CUST001716,35-44,Delhi,Delhi,MERCH00173,Grocery,Debit Card,Mobile App,464.62,Success,False
TXN00049720,2025-10-09 07:37:25,CUST000703,45-54,Chennai,Tamil Nadu,MERCH00298,Entertainment,UPI,Mobile App,834.92,Success,False
TXN00023276,2025-10-09 07:41:04,CUST001961,25-34,Delhi,Delhi,MERCH00340,Education,UPI,Mobile App,1191.98,Success,False
TXN00002207,2025-10-09 07:47:50,CUST004328,45-54,Ahmedabad,Gujarat,MERCH00522,Fashion,UPI,Mobile App,2174.85,Success,False
TXN00007634,2025-10-09 07:54:04,CUST001865,55+,Bengaluru,Karnataka,MERCH00127,E-commerce,UPI,Mobile App,20.0,Success,False
TXN00017407,2025-10-09 08:00:37,CUST000626,18-24,Jaipur,Rajasthan,MERCH00127,E-commerce,Credit Card,Desktop Web,3678.73,Success,False
TXN00033929,2025-10-09 08:03:59,CUST004698,25-34,Kochi,Kerala,MERCH00421,Grocery,Debit Card,Mobile Web,1143.77,Success,False
TXN00043766,2025-10-09 08:09:43,CUST003670,25-34,Hyderabad,Telangana,MERCH00032,Fuel,Credit Card,Mobile App,1010.86,Success,False
TXN00048447,2025-10-09 08:11:39,CUST002497,25-34,Kochi,Kerala,MERCH00085,Fashion,Net Banking,Desktop Web,1781.57,Success,False
TXN00016395,2025-10-09 08:12:02,CUST000703,45-54,Chennai,Tamil Nadu,MERCH00273,Entertainment,Credit Card,Mobile App,794.01,Success,False
TXN00031383,2025-10-09 08:12:49,CUST004960,55+,Sangli,Maharashtra,MERCH00447,Food Delivery,Credit Card,Mobile App,201.0,Success,False
TXN00013876,2025-10-09 08:21:26,CUST000757,18-24,Bengaluru,Karnataka,MERCH00639,E-commerce,UPI,Desktop Web,388.19,Success,False
TXN00051937,2025-10-09 08:28:24,CUST003683,25-34,Hyderabad,Telangana,MERCH00121,Grocery,UPI,Mobile App,596.62,Success,False
TXN00044524,2025-10-09 08:31:03,CUST001598,18-24,Jaipur,Rajasthan,MERCH00768,Healthcare,Credit Card,Desktop Web,2165.29,Success,False
TXN00003602,2025-10-09 08:31:46,CUST003457,18-24,Delhi,Delhi,MERCH00127,E-commerce,Wallet,Mobile Web,361.16,Success,False
TXN00002350,2025-10-09 08:37:43,CUST002767,45-54,Surat,Gujarat,MERCH00432,Grocery,UPI,Desktop Web,722.5,Success,False
TXN00020716,2025-10-09 08:48:12,CUST002297,35-44,Bhopal,Madhya Pradesh,MERCH00763,E-commerce,Debit Card,Mobile App,3382.88,Success,False
TXN00031039,2025-10-09 08:59:26,CUST003251,25-34,Surat,Gujarat,MERCH00790,Food Delivery,UPI,Mobile Web,430.31,Success,False
TXN00021574,2025-10-09 09:02:28,CUST004986,25-34,Chennai,Tamil Nadu,MERCH00328,Grocery,Debit Card,Mobile App,393.72,Success,False
TXN00034745,2025-10-09 09:03:12,CUST002442,55+,Sangli,Maharashtra,MERCH00203,Healthcare,UPI,Mobile App,1379.29,Success,False
TXN00001706,2025-10-09 09:04:29,CUST001598,18-24,Jaipur,Rajasthan,MERCH00298,Entertainment,UPI,Mobile App,931.25,Success,False
TXN00015020,2025-10-09 09:07:44,CUST003474,25-34,Patna,Bihar,MERCH00412,Fuel,UPI,Mobile App,595.45,Success,False
TXN00025906,2025-10-09 09:16:03,CUST003542,25-34,Surat,Gujarat,MERCH00257,Grocery,Debit Card,Mobile App,989.2,Success,False
TXN00005438,2025-10-09 09:16:28,CUST001206,35-44,Surat,Gujarat,MERCH00001,Food Delivery,Wallet,Mobile App,265.03,Success,False
TXN00041997,2025-10-09 09:16:59,CUST002197,55+,Mumbai,Maharashtra,MERCH00455,Utilities,Debit Card,Mobile App,1037.77,Failed,False
TXN00031394,2025-10-09 09:20:51,CUST001211,45-54,Bengaluru,Karnataka,MERCH00452,Financial Services,UPI,Mobile App,4630.36,Success,False
TXN00013823,2025-10-09 09:29:35,CUST000881,25-34,Hyderabad,Telangana,MERCH00127,E-commerce,UPI,Mobile App,20.0,Success,False
TXN00010656,2025-10-09 09:31:18,CUST001037,35-44,Jaipur,Rajasthan,MERCH00216,Fuel,Credit Card,Mobile App,443.69,Success,False
TXN00008520,2025-10-09 09:39:34,CUST004360,25-34,Guwahati,Assam,MERCH00032,Fuel,Debit Card,Mobile Web,1038.04,Success,False
TXN00041275,2025-10-09 09:39:36,CUST003373,25-34,Chandigarh,Punjab,MERCH00426,Education,Debit Card,Mobile Web,3657.62,Success,False
TXN00021956,2025-10-09 09:41:43,CUST001311,25-34,Delhi,Delhi,MERCH00332,E-commerce,Credit Card,Mobile Web,2057.8,Success,False
TXN00007863,2025-10-09 09:43:04,CUST001695,18-24,Kolkata,West Bengal,MERCH00304,Fashion,UPI,Mobile App,3413.9,Success,False
TXN00034976,2025-10-09 10:02:03,CUST004130,55+,Ahmedabad,Gujarat,MERCH00137,E-commerce,UPI,Mobile App,2364.95,Success,False
TXN00034326,2025-10-09 10:02:54,CUST003524,25-34,Mumbai,Maharashtra,MERCH00127,E-commerce,UPI,Mobile Web,3028.35,Success,False
TXN00010432,2025-10-09 10:17:15,CUST001823,18-24,Ahmedabad,Gujarat,MERCH00436,Food Delivery,Net Banking,Mobile App,374.01,Failed,False
TXN00022961,2025-10-09 10:17:16,CUST000137,45-54,Mumbai,Maharashtra,MERCH00298,Entertainment,Debit Card,Desktop Web,439.07,Success,False
TXN00039227,2025-10-09 10:20:44,CUST002342,45-54,Hyderabad,Telangana,MERCH00176,Healthcare,Debit Card,Desktop Web,837.87,Success,False
TXN00008479,2025-10-09 10:32:30,CUST002171,35-44,Ahmedabad,Gujarat,MERCH00720,Entertainment,Debit Card,Desktop Web,20.0,Success,True
TXN00020762,2025-10-09 10:44:41,CUST001172,55+,Bengaluru,Karnataka,MERCH00584,Travel,UPI,Mobile App,2655.58,Success,False
TXN00023222,2025-10-09 10:51:32,CUST000420,35-44,Chandigarh,Punjab,MERCH00169,Entertainment,UPI,Mobile App,769.41,Success,False
TXN00027148,2025-10-09 11:04:51,CUST000554,25-34,Pune,Maharashtra,MERCH00501,E-commerce,Debit Card,Mobile App,1052.17,Success,False
TXN00036666,2025-10-09 11:09:47,CUST003103,25-34,Chennai,Tamil Nadu,MERCH00293,Fashion,UPI,Mobile Web,866.72,Success,False
TXN00033854,2025-10-09 11:10:33,CUST003432,35-44,Guwahati,Assam,MERCH00528,Food Delivery,Credit Card,Desktop Web,452.53,Success,False
TXN00012580,2025-10-09 11:14:50,CUST001519,25-34,Surat,Gujarat,MERCH00641,E-commerce,Net Banking,Mobile App,1704.61,Success,False
TXN00042681,2025-10-09 11:15:54,CUST002635,35-44,Lucknow,Uttar Pradesh,MERCH00452,Financial Services,UPI,POS Terminal,20.0,Success,False
TXN00045477,2025-10-09 11:18:25,CUST000054,35-44,Lucknow,Uttar Pradesh,MERCH00646,Entertainment,Wallet,Mobile Web,420.78,Success,False
TXN00019693,2025-10-09 11:32:09,CUST000440,35-44,Delhi,Delhi,MERCH00789,Utilities,UPI,Mobile App,600.26,Success,False
TXN00004865,2025-10-09 11:39:55,CUST003104,25-34,Kochi,Kerala,MERCH00567,Fuel,UPI,Desktop Web,2148.16,Success,False
TXN00059349,2025-10-09 11:48:48,CUST002105,25-34,Chandigarh,Punjab,MERCH00532,Grocery,Debit Card,Mobile App,1481.77,Success,False
TXN00014011,2025-10-09 11:49:17,CUST002195,25-34,Mumbai,Maharashtra,MERCH00127,E-commerce,UPI,Mobile App,3350.26,Success,False
TXN00043560,2025-10-09 11:57:20,CUST002381,18-24,Indore,Madhya Pradesh,MERCH00600,E-commerce,UPI,Mobile App,2643.72,Success,False
TXN00049876,2025-10-09 11:59:14,CUST003366,35-44,Hyderabad,Telangana,MERCH00609,Financial Services,UPI,Mobile App,2457.55,Success,False
TXN00055476,2025-10-09 12:01:51,CUST002217,25-34,Mumbai,Maharashtra,MERCH00383,Fashion,Wallet,Desktop Web,1148.38,Success,False
TXN00009762,2025-10-09 12:03:23,CUST004023,25-34,Ahmedabad,Gujarat,MERCH00117,E-commerce,Credit Card,Mobile App,2481.19,Success,False
TXN00003437,2025-10-09 12:04:58,CUST001015,35-44,Nagpur,Maharashtra,MERCH00127,E-commerce,Debit Card,Desktop Web,2425.23,Success,False
TXN00007494,2025-10-09 12:05:18,CUST002105,25-34,Chandigarh,Punjab,MERCH00373,Fashion,Wallet,Mobile App,1311.38,Success,False
TXN00059474,2025-10-09 12:20:30,CUST001160,35-44,Pune,Maharashtra,MERCH00173,Grocery,UPI,Mobile App,743.94,Success,False
TXN00002831,2025-10-09 12:20:54,CUST001160,35-44,Pune,Maharashtra,MERCH00747,Fuel,Debit Card,POS Terminal,1201.94,Success,False
TXN00053235,2025-10-09 12:24:45,CUST003756,18-24,Surat,Gujarat,MERCH00385,Entertainment,UPI,Mobile App,713.89,Success,False
TXN00046862,2025-10-09 12:30:21,CUST004645,45-54,Bengaluru,Karnataka,MERCH00744,Fuel,UPI,Mobile App,1177.74,Success,False
TXN00024273,2025-10-09 12:34:00,CUST001681,35-44,Nagpur,Maharashtra,MERCH00576,Entertainment,UPI,Mobile Web,466.41,Success,False
TXN00006992,2025-10-09 12:34:59,CUST000808,55+,Hyderabad,Telangana,MERCH00293,Fashion,Debit Card,Mobile App,4373.05,Success,False
TXN00051595,2025-10-09 12:37:27,CUST001523,35-44,Mumbai,Maharashtra,MERCH00436,Food Delivery,Debit Card,POS Terminal,137.91,Success,False
TXN00033265,2025-10-09 12:42:07,CUST001752,35-44,Jaipur,Rajasthan,MERCH00500,Grocery,UPI,Mobile App,137.44,Success,False
TXN00046779,2025-10-09 12:46:28,CUST000693,35-44,Kochi,Kerala,MERCH00032,Fuel,Net Banking,Mobile App,1856.47,Success,False
TXN00053366,2025-10-09 13:05:27,CUST000499,25-34,Kolkata,West Bengal,MERCH00118,Entertainment,UPI,Mobile App,517.96,Success,False
TXN00011501,2025-10-09 13:05:58,CUST002140,25-34,Chandigarh,Punjab,MERCH00646,Entertainment,Debit Card,Mobile App,716.19,Success,False
TXN00001190,2025-10-09 13:07:39,CUST000607,18-24,Ahmedabad,Gujarat,MERCH00538,Fashion,UPI,Mobile App,3590.13,Success,False
TXN00000786,2025-10-09 13:12:08,CUST000607,18-24,Ahmedabad,Gujarat,MERCH00799,Healthcare,Wallet,Mobile App,1765.3,Success,False
TXN00029046,2025-10-09 13:13:54,CUST000610,35-44,Delhi,Delhi,MERCH00768,Healthcare,Credit Card,Mobile App,253.68,Success,False
TXN00014464,2025-10-09 13:14:42,CUST001106,55+,Nagpur,Maharashtra,MERCH00192,Fashion,Net Banking,Mobile App,2925.76,Success,False
TXN00057629,2025-10-09 13:23:15,CUST000354,18-24,Guwahati,Assam,MERCH00025,Education,Net Banking,Mobile App,5606.67,Success,False
TXN00046870,2025-10-09 13:25:27,CUST002619,25-34,Delhi,Delhi,MERCH00143,Fuel,UPI,Mobile App,2126.83,Success,False
TXN00020539,2025-10-09 13:29:58,CUST000716,18-24,Hyderabad,Telangana,MERCH00777,Food Delivery,UPI,Mobile App,329.58,Success,False
TXN00035598,2025-10-09 13:35:48,CUST001868,25-34,Indore,Madhya Pradesh,MERCH00173,Grocery,UPI,Mobile App,860.49,Failed,False
TXN00014095,2025-10-09 13:36:08,CUST000251,45-54,Bengaluru,Karnataka,MERCH00127,E-commerce,Debit Card,Desktop Web,1432.39,Success,False
TXN00007604,2025-10-09 13:37:22,CUST000757,18-24,Bengaluru,Karnataka,MERCH00220,Grocery,UPI,Mobile Web,682.76,Success,False
TXN00018799,2025-10-09 13:39:07,CUST002770,35-44,Patna,Bihar,MERCH00339,Healthcare,UPI,Mobile App,1923.72,Success,False
TXN00041487,2025-10-09 13:46:29,CUST002955,25-34,Mumbai,Maharashtra,MERCH00332,E-commerce,UPI,Mobile App,2321.43,Success,False
TXN00027705,2025-10-09 13:46:34,CUST004007,35-44,Kolkata,West Bengal,MERCH00143,Fuel,Credit Card,Mobile App,1720.61,Success,False
TXN00058141,2025-10-09 13:54:24,CUST004060,35-44,Kolkata,West Bengal,MERCH00447,Food Delivery,UPI,Mobile App,398.82,Success,False
TXN00041409,2025-10-09 13:54:37,CUST000505,35-44,Delhi,Delhi,MERCH00127,E-commerce,UPI,Mobile App,3298.85,Success,False
TXN00005590,2025-10-09 14:03:25,CUST000353,25-34,Mumbai,Maharashtra,MERCH00143,Fuel,Debit Card,Mobile App,1822.3,Success,False
TXN00052860,2025-10-09 14:03:58,CUST004422,35-44,Mumbai,Maharashtra,MERCH00429,Food Delivery,Credit Card,Mobile App,516.59,Success,False
TXN00022158,2025-10-09 14:09:02,CUST001019,18-24,Pune,Maharashtra,MERCH00427,Travel,Debit Card,Mobile App,996.79,Success,False
TXN00026525,2025-10-09 14:14:39,CUST000294,55+,Kochi,Kerala,MERCH00279,E-commerce,Credit Card,Mobile App,20.0,Success,False
TXN00012093,2025-10-09 14:30:09,CUST000638,25-34,Guwahati,Assam,MERCH00526,Entertainment,UPI,Desktop Web,954.36,Success,False
TXN00017439,2025-10-09 14:32:11,CUST002368,25-34,Kolkata,West Bengal,MERCH00127,E-commerce,UPI,Mobile App,1670.42,Success,False
